MediaMasterID,MediaTypeID,ConstituentID,ConstituentTypeID,Role,RoleID,DisplayName,DisplayDate,Remarks,ThumbPathName,ThumbFileName,ArchIDNum
9353,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703339?width=170&height=170,464182786
9354,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703343?width=170&height=170,464182786
9355,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703345?width=170&height=170,464182786
9356,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703347?width=170&height=170,464182786
9357,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703349?width=170&height=170,464182786
9358,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37739909?width=170&height=170,464182786
9359,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703351?width=170&height=170,464182786
9360,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703353?width=170&height=170,464182786
9361,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703357?width=170&height=170,464182786
9362,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703359?width=170&height=170,464182786
9363,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703361?width=170&height=170,464182786
9364,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703363?width=170&height=170,464182786
9365,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703365?width=170&height=170,464182786
9366,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703367?width=170&height=170,464182786
9367,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703369?width=170&height=170,464182786
9368,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37703371?width=170&height=170,460356231
9369,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703411?width=170&height=170,464182786
9370,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703413?width=170&height=170,464182786
9371,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703415?width=170&height=170,464182786
9372,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37703373?width=170&height=170,460356231
9373,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703377?width=170&height=170,464182786
9374,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703379?width=170&height=170,464182786
9375,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703425?width=170&height=170,464182786
9376,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703381?width=170&height=170,464182786
9377,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703383?width=170&height=170,464182786
9378,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703385?width=170&height=170,464182786
9379,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703387?width=170&height=170,464182786
9380,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703389?width=170&height=170,464182786
9381,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703391?width=170&height=170,464182786
9382,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703393?width=170&height=170,464182786
9383,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703395?width=170&height=170,464182786
9384,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703397?width=170&height=170,464182786
9385,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703399?width=170&height=170,464182786
9386,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703401?width=170&height=170,464182786
9387,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703403?width=170&height=170,464182786
9388,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703405?width=170&height=170,464182786
9389,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37703407?width=170&height=170,464182786
