ObjectID,ClassificationID,AltNum,Description
53102,139,EG000498,Previous number
53107,140,EG004440,Previous number
53110,140,EG004406,Previous number
53145,140,EG000874,Previous Number
53145,140,EG000876,Previous Number
53145,140,EG000879,Previous Number
53146,140,EG000876,Previous number
53147,140,EG000873,Previous number
53149,140,EG000867,Previous Number
53150,140,EG000874,Previous number
53153,140,EG000877,Previous number
53154,140,EG000877,Previous number
53156,140,EG000866,Previous Number
53157,140,EG000873,Previous number
53158,140,EG000876,Previous number
53159,140,EG000875,Previous number
53160,140,EG000879,Previous number
53161,140,EG000860,Previous Number
53163,140,EG000871,Previous number
53163,140,EG000872,Previous number
53163,140,EG000874,Previous number
53163,140,EG000877,Previous number
53163,140,EG000878,Previous number
53164,140,EG000874,Previous number
53168,140,EG000877,Previous number
53171,140,EG000869,Previous number
53171,140,EG000870,Previous number
53171,140,EG000874,Previous number
53171,140,EG000876,Previous number
53171,140,EG000877,Previous number
53171,140,EG000878,Previous number
53172,140,EG000875,Previous number
53173,140,EG000873,Previous number
53174,140,EG000865,Previous Number
53174,140,EG000868,Previous Number
53174,140,EG000873,Previous Number
53174,140,EG000874,Previous Number
53174,140,EG000875,Previous Number
53174,140,EG000876,Previous Number
53176,140,EG000874,Previous number
53177,140,EG000876,Previous number
53182,140,EG000873,Previous number
53184,140,EG000880,Previous number
53185,140,EG000864,Previous Number
53185,140,EG000873,Previous Number
53185,140,EG000878,Previous Number
53185,140,EG000874,Previous Number
53185,140,EG000877,Previous Number
53185,140,EG000876,Previous Number
53185,140,EG000879,Previous Number
53185,140,EG000875,Previous Number
53186,140,EG000874,Previous Number
53188,140,EG000924,Previous number
53189,140,EG000925,Previous number
53193,140,EG000925,Previous number
53200,140,EG000892,Previous number
53202,140,EG000892,Previous number
53211,140,EG000875,Previous number
53212,140,EG000890,Previous number
53213,140,EG000891,Previous number
53214,140,EG000880,Previous number
53246,139,EG004032,Previous number
53249,139,EG004690,Previous number
53253,139,EG004690,Previous number
53274,140,EG000912,Previous number
53275,140,EG000907,Previous Number
53276,140,EG000908,Previous number
53277,140,EG000910,Previous Number
53278,140,"EG000911, EG000912",Previous Number
53282,140,EG004437,Previous number
53283,140,EG004437,Previous number
53284,140,EG004437,Previous number
53285,140,EG020636,Previous number
53286,140,EG020628,Previous number
53287,140,EG004437,Previous number
53289,140,EG004437,Previous number
53290,140,EG020629,Previous number
53293,140,EG004437,Previous number
53295,140,EG004437,Previous number
53298,140,EG000902a,Previous number
53300,140,EG000913,Previous Number
53301,140,EG000908,Previous number
53302,140,EG000908,Previous number
53303,140,EG000900a,Previous Number
53304,140,EG000911,Previous number
53305,140,EG000909,Previous number
53306,140,EG000909,Previous number
53307,140,EG00899,Previous number
53308,140,EG000900a,Previous number
53309,140,EG000906,Previous number
53310,140,EG000912,Previous number
53312,140,EG000909,Previous number
53377,140,EG000553,Previous number
53388,140,EG000550,Previous number
53396,140,EG000551,Previous number
53480,140,EG000929,Previous number
53482,140,EG000926,Previous Number
53484,140,EG000929,Previous number
53495,140,EG000929,Previous number
53498,140,EG000929,Previous number
53499,140,EG000515,Previous number
53500,140,EG000930,Previous number
53505,140,EG000545,Previous number
53506,140,EG000545,Previous number
53512,140,EG000889,Previous number
53520,139,EG000590,Previous number
53537,140,EG004364,Previous number
53572,140,EG000899,Previous Number
53572,140,EG000900a,Previous Number
53572,140,EG000901a,Previous Number
53572,140,EG000902a,Previous Number
53572,140,EG000903,Previous Number
53572,140,EG000904,Previous Number
53572,140,EG000905,Previous Number
53572,140,EG000906,Previous Number
53573,140,EG004206,Previous Number
53574,140,EG004211,Previous Number
53575,140,EG004205,Previous Number
53576,140,EG000541,Previous Number
53593,140,EG004248,Previous number
53633,140,EG000952,Previous number
53667,140,EG000524,Previous number
53668,140,EG000523b,Previous number
53669,140,EG000525a,Previous number
53670,140,EG000526,Previous number
53674,140,EG000527,Previous number
53676,140,EG000927,Previous number
53678,140,EG004613,Previous number
53679,140,EG000474,Previous number
53680,140,EG000528,Previous number
53700,140,EG000496,Previous number
53786,140,EG000869,Previous number
53791,140,EG000868,Previous number
53798,140,EG000516,Previous Number
53807,140,EG000868,Previous number
53808,140,EG000870,Previous number
53810,140,EG000865,Previous number
53821,140,EG000513,Previous Number
53975,139,EG000493,Previous number
53977,140,EG004501,Previous Number
53982,140,EG004393,Previous number
53989,140,EG004477,Previous Number
53991,140,EG004468,Previous number
53993,140,EG004482,Previous Number
53996,140,EG004427,Previous Number
53997,140,EG004428,Previous Number
53998,140,EG004450,Previous Number
53998,140,EG004491,Previous Number
53998,140,EG004492,Previous Number
53998,140,EG004493,Previous Number
53998,140,EG004494,Previous Number
53998,140,EG004495,Previous Number
53998,140,EG004496,Previous Number
53999,140,EG004466,Previous number
54001,140,EG004398,Previous Number
54002,140,EG004465,Previous Number
54005,140,EG004392,Previous number
54006,140,EG004537,Previous Number
54006,140,EG004538,Previous Number
54006,140,EG004539,Previous Number
54006,140,EG004540,Previous Number
54006,140,EG004541,Previous Number
54007,140,EG004377,Previous Number
54008,140,EG004369,Previous Number
54010,140,EG000850,Previous number
54011,140,EG004394,Previous number
54015,140,EG004545,Previous number
54016,140,EG004365,Previous number
54017,140,EG004376,Previous number
54018,140,EG004372,Previous Number
54019,140,EG004701,Previous Number
54023,140,EG004426,Previous number
54026,140,EG004380,Previous number
54030,140,EG004389,Previous Number
54032,140,EG004444,Previous number
54035,140,EG004476,Previous number
54036,140,EG004423,Previous Number
54039,140,EG004469,Previous number
54040,140,EG004497,Previous Number
54070,139,EG004246,Previous number
54071,139,EG004203,Previous number
54072,140,EG000884a,Previous Number
54073,139,EG004334,Previous number
54152,139,EG000577,Previous Number
54152,139,EG000576,Previous Number
54152,139,EG000580,Previous Number
54152,139,EG000578,Previous Number
54152,139,EG000579,Previous Number
54166,140,EG004435,Previous number
54410,38,KHM_7917a,Kunshhistorisches Museum number
54411,38,KHM_7917b,Kunshhistorisches Museum number
54412,38,KHM_7917c,Kunshhistorisches Museum number
54413,38,KHM_7917d,Kunshhistorisches Museum number
54414,38,KHM_7917e,Kunshhistorisches Museum number
54415,38,KHM_7917f,Kunshhistorisches Museum number
54416,38,KHM_7917g,Kunshhistorisches Museum number
54417,38,KHM_7917h,Kunshhistorisches Museum number
54417,38,KHM_7917i,Kunshhistorisches Museum number
54418,38,KHM_7893,Kunshhistorisches Museum number
54419,38,KHM_7894,Kunshhistorisches Museum number
54420,38,KHM_7665,Kunshhistorisches Museum number
54433,18,HUMFA_08-7-16,Harvard University-Boston Museum of Fine Arts excavation number
54433,18,HUMFA_08-7-19,Harvard University-Boston Museum of Fine Arts excavation number
54433,18,HUMFA_08-7-20,Harvard University-Boston Museum of Fine Arts excavation number
54433,18,18,Mycerinus publication number
54433,18,EMC_SR_2/15655,Cairo Special Register number
54434,118,EMC_SR_2/14860,Cairo Special Register number
54435,18,EMC_SR_2/15711,Cairo Special Register number
54436,18,EMC_SR_2/15246,Cairo Special Register number
54436,18,SH_exc_1684,Selim Hassan excavation number
54438,118,EMC_SR_2/14863,Cairo Special Register number
54439,58,EMC_SR_2/14855,Cairo Special Register number
54443,18,EMC_SR_2/15274,Cairo Special Register number
54443,18,EMC_CG_199,Catalogue General number
54444,18,EMC_SR_2/15332,Cairo Special Register number
54445,18,EMC_SR_2/15329,Cairo Special Register number
54446,118,EMC_SR_2/15954,Cairo Special Register number
54447,24,EMC_SR_2/15745,Cairo Special Register number
54448,24,EMC_SR_2/15273,Cairo Special Register number
54451,58,EMC_CG_57133,Catalogue General number
54451,58,EMC_SR_2/15952,Cairo Special Register number
54452,108,EMC_CG_57002,Catalogue General number
54452,108,EMC_SR_2/15734,Cairo Special Register number
54453,24,EMC_TR_24.11.24.4,Cairo Temporary Register number
54453,24,EMC_SR_2/14793,Cairo Special Register number
54454,18,EMC_SR_2/14748,Cairo Special Register number
54455,18,EMC_SR_2/14757,Cairo Special Register number
54457,118,EMC_SR_2/14823.1,Cairo Special Register number
54459,58,EMC_CG_1538,Catalogue General number
54459,58,EMC_SR_2/14805,Cairo Special Register number
54460,58,EMC_CG_1539,Catalogue General number
54460,58,EMC_SR_2/14806,Cairo Special Register number
54461,97,EMC_CG_1787,Catalogue General number
54461,97,EMC_SR_2/14802,Cairo Special Register number
54461,97,EMC_JE_30189,Journal d'Entree number
54462,118,EMC_SR_2/14799,Cairo Special Register number
54463,97,EMC_SR_2/14801,Cairo Special Register number
54464,18,EMC_SR_2/14747,Cairo Special Register number
54466,58,EMC_SR_2/14786,Cairo Special Register number
54469,18,EMC_SR_2/14753,Cairo Special Register number
54469,18,SH_exc_1148,Selim Hassan excavation number
54470,18,EMC_SR_2/14755,Cairo Special Register number
54479,118,EMC_SR_2/14823.2,Cairo Special Register number
54482,18,EMC_SR_2/14693,Cairo Special Register number
54482,18,SH_exc_275C,Selim Hassan excavation number
54483,18,EMC_SR_2/18031,Cairo Special Register number
54483,18,KK_exc_783,Karl Kromer excavation number
54490,18,EMC_SR_2/14775,Cairo Special Register number
54491,18,EMC_SR_2/14750,Cairo Special Register number
54492,58,EMC_SR_2/14580,Cairo Special Register number
54493,18,EMC_SR_2/14679,Cairo Special Register number
54493,18,SH_exc_275A,Selim Hassan excavation number
54501,18,EMC_SR_2/14783,Cairo Special Register number
54501,18,SH_exc_310,Selim Hassan excavation number
54518,18,EMC_SR_2/15006,Cairo Special Register number
54519,18,EMC_SR_2/15013,Cairo Special Register number
54528,18,EMC_SR_2/15223,Cairo Special Register number
54529,18,EMC_SR_2/14744,Cairo Special Register number
54536,18,EMC_SR_2/14718,Cairo Special Register number
54540,18,EMC_SR_2/14735,Cairo Special Register number
54542,18,EMC_SR_3/9005,Cairo Special Register number
54542,18,SH_exc_1840,Selim Hassan excavation number
54543,18,EMC_SR_2/14711,Cairo Special Register number
54543,18,SH_exc_2077,Selim Hassan excavation number
54544,18,EMC_SR_2/14754,Cairo Special Register number
54544,18,SH_exc_393,Selim Hassan excavation number
54550,18,EMC_SR_2/15836,Cairo Special Register number
54551,18,EMC_SR_2/14727,Cairo Special Register number
54554,18,EMC_SR_2/15600,Cairo Special Register number
54555,18,EMC_SR_2/15661,Cairo Special Register number
54555,18,EMC_JE_43962,Journal d'Entree number
54557,18,EMC_SR_2/15666,Cairo Special Register number
54558,18,EMC_SR_2/15017,Cairo Special Register number
54559,18,EMC_SR_2/14707,Cairo Special Register number
54560,18,EMC_SR_S/14980,Cairo Special Register number
54561,18,EMC_SR_2/14981,Cairo Special Register number
54804,24,EMC_JE_49694,Journal d'Entree number
54804,24,EMC_SR_2/15284,Cairo Special Register number
54810,34,EMC_JE_44440,Journal d'Entree number
54810,34,EMC_SR_2/841,Cairo Special Register number
54811,34,EMC_JE_44441,Journal d'Entree number
54811,34,EMC_SR_2/842,Cairo Special Register number
54812,34,EMC_JE_44444,Journal d'Entree number
54812,34,EMC_SR_2/845,Cairo Special Register number
54815,34,EMC_JE_44450,Journal d'Entree number
54815,34,EMC_SR_2/848,Cairo Special Register number
54816,34,EMC_JE_44451,Journal d'Entree number
54816,34,EMC_SR_2/849,Cairo Special Register number
54817,34,EMC_JE_44452,Journal d'Entree number
54817,34,EMC_SR_2/850,Cairo Special Register number
54824,100,EMC_JE_67583,Journal d'Entree number
54824,100,EMC_SR_2/1160,Cairo Special Register number
54824,100,HUMFA_36-12-24,Harvard University-Boston Museum of Fine Arts excavation number
54825,18,EMC_JE_48856,Journal d'Entree number
54825,18,EMC_SR_2/14825,Cairo Special Register number
54827,18,EMC_JE_27485,Journal d'Entree number
54827,18,EMC_SR_2/15334,Cairo Special Register number
54827,18,EMC_CG_11,Catalogue General number
54828,18,EMC_JE_66617,Journal d'Entree number
54828,18,EMC_SR_2/14745,Cairo Special Register number
54829,18,EMC_JE_41978,Journal d'Entree number
54829,18,EMC_SR_2/15686,Cairo Special Register number
54829,18,43,Mycerinus publication number
54830,18,EMC_JE_53150,Journal d'Entree number
54830,18,EMC_SR_2/14961,Cairo Special Register number
54831,18,EMC_JE_72215,Journal d'Entree number
54831,18,EMC_SR_2/14684,Cairo Special Register number
54831,18,SH_exc_275B,Selim Hassan excavation number
54832,18,EMC_JE_38361,Journal d'Entree number
54832,18,EMC_SR_2/15030,Cairo Special Register number
54833,18,EMC_JE_48828,Journal d'Entree number
54833,18,EMC_SR_2/15139,Cairo Special Register number
54835,18,EMC_JE_45106,Journal d'Entree number
54835,18,EMC_SR_2/15076,Cairo Special Register number
54836,18,EMC_JE_43594,Journal d'Entree number
54836,18,EMC_SR_2/15644,Cairo Special Register number
54837,18,EMC_JE_37822,Journal d'Entree number
54837,18,EMC_SR_2/14734,Cairo Special Register number
54838,18,EMC_JE_72235,Journal d'Entree number
54838,18,EMC_SR_2/15343,Cairo Special Register number
54838,18,SH_exc_392,Selim Hassan excavation number
54839,18,EMC_JE_72233,Journal d'Entree number
54839,18,EMC_SR_2/15345,Cairo Special Register number
54839,18,SH_exc_1257,Selim Hassan excavation number
54840,18,EMC_JE_72229,Journal d'Entree number
54840,18,EMC_SR_2/15347,Cairo Special Register number
54840,18,SH_exc_1253,Selim Hassan excavation number
54842,18,EMC_JE_46494,Journal d'Entree number
54842,18,EMC_SR_2/15971,Cairo Special Register number
54842,18,CSF_exc_G22,Clarence Stanley Fisher excavation number
54842,18,4,Minor Cemetery at Giza publication number
54843,18,EMC_JE_40679,Journal d'Entree number
54843,18,EMC_SR_2/14636,Cairo Special Register number
54843,18,11,Mycerinus publication number
54844,18,EMC_JE_72243,Journal d'Entree number
54844,18,EMC_SR_3/108,Cairo Special Register number
54845,118,EMC_TR_14.6.24.2,Cairo Temporary Register number
54845,118,EMC_TR_5.7.24.18,Cairo Temporary Register number
54845,118,EMC_SR_4/11984,Cairo Special Register number
54845,118,EMC_SR_4/11983,Cairo Special Register number
54846,58,EMC_JE_99172,Journal d'Entree number
54846,58,EMC_SR_5/14987,Cairo Special Register number
54847,85,EMC_JE_72367B,Journal d'Entree number
54847,85,EMC_SR_3/3333,Cairo Special Register number
54847,85,SH_exc_1319,Selim Hassan excavation number
54848,101,EMC_JE_37734,Journal d'Entree number
54848,101,EMC_SR_4/599,Cairo Special Register number
54850,119,EMC_JE_2091,Journal d'Entree number
54850,119,EMC_SR_2/15789,Cairo Special Register number
54851,84,EMC_JE_87928,Journal d'Entree number
54851,84,EMC_SR_4/4922,Cairo Special Register number
54851,84,SH_exc_968,Selim Hassan excavation number
54852,119,EMC_JE_36268,Journal d'Entree number
54852,119,EMC_CG_57174,Catalogue General number
54852,119,EMC_SR_2/15983,Cairo Special Register number
54853,95,EMC_JE_72351,Journal d'Entree number
54853,95,EMC_SR_7/4379,Cairo Special Register number
54854,79,EMC_JE_30411,Journal d'Entree number
54854,79,EMC_TR_26.7.30.3,Cairo Temporary Register number
54854,79,EMC_SR_3/7782,Cairo Special Register number
54855,99,EMC_JE_37827,Journal d'Entree number
54855,99,EMC_SR_1/13035,Cairo Special Register number
54855,99,EMC_SR_7/22107,Cairo Special Register number
54856,99,EMC_JE_87828,Journal d'Entree number
54856,99,EMC_SR_1/13029,Cairo Special Register number
54856,99,SH_exc_539,Selim Hassan excavation number
54856,99,SH_exc_540,Selim Hassan excavation number
54856,99,SH_exc_541,Selim Hassan excavation number
54856,99,SH_exc_542,Selim Hassan excavation number
54856,99,EMC_SR_7/22101,Cairo Special Register number
54861,34,EMC_TR_14.11.18.1A,Cairo Temporary Register number
54861,34,EMC_SR_1/10823,Cairo Special Register number
54861,34,EMC_SR_7/19894,Cairo Special Register number
54862,34,EMC_CG_18417,Catalogue General number
54862,34,EMC_JE_2786,Journal d'Entree number
54862,34,EMC_SR_1/10983,Cairo Special Register number
54862,34,EMC_SR_7/20054,Cairo Special Register number
54863,18,EMC_JE_98944,Journal d'Entree number
54863,18,EMC_SR_2/19441,Cairo Special Register number
54863,18,ZH_exc_178,Zahi Hawass excavation number
54866,18,EMC_JE_98945,Journal d'Entree number
54866,18,EMC_SR_2/19442,Cairo Special Register number
54866,18,ZH_exc_274,Zahi Hawass excavation number
54867,18,EMC_JE_98946,Journal d'Entree number
54867,18,EMC_SR_2/19443,Cairo Special Register number
54867,18,ZH_exc_275,Zahi Hawass excavation number
54868,18,EMC_JE_98947,Journal d'Entree number
54868,18,EMC_SR_2/19444,Cairo Special Register number
54868,18,ZH_exc_276,Zahi Hawass excavation number
54869,18,EMC_JE_98948,Journal d'Entree number
54869,18,EMC_SR_2/19445,Cairo Special Register number
54869,18,ZH_exc_277,Zahi Hawass excavation number
54870,18,EMC_JE_99128,Journal d'Entree number
54870,18,EMC_SR_2/19470,Cairo Special Register number
54870,18,ZH_exc_282,Zahi Hawass excavation number
54871,18,EMC_JE_99130,Journal d'Entree number
54871,18,EMC_SR_2/19471,Cairo Special Register number
54874,18,EMC_JE_99149,Journal d'Entree number
54874,18,EMC_SR_2/19484,Cairo Special Register number
54875,100,EMC_JE_72362,Journal d'Entree number
54875,100,EMC_SR_2/1632,Cairo Special Register number
54875,100,SH_exc_2091,Selim Hassan excavation number
54876,94,EMC_JE_72333,Journal d'Entree number
54876,94,EMC_JE_72334,Journal d'Entree number
54876,94,EMC_JE_72337,Journal d'Entree number
54876,94,EMC_SR_1/4863,Cairo Special Register number
54876,94,SH_exc_160,Selim Hassan excavation number
54876,94,SH_exc_162,Selim Hassan excavation number
54876,94,SH_exc_163,Selim Hassan excavation number
54876,94,EMC_SR_1/4875,Cairo Special Register number
54876,94,EMC_SR_1/4868,Cairo Special Register number
54877,38,EMC_JE_52447,Journal d'Entree number
54877,38,EMC_SR_1/10107,Cairo Special Register number
54877,38,HH_1052,Hetepheres findspot number
54878,38,EMC_JE_52446,Journal d'Entree number
54878,38,EMC_SR_1/10108,Cairo Special Register number
54878,38,HH_1051,Hetepheres findspot number
54879,81,EMC_JE_72332,Journal d'Entree number
54879,81,EMC_SR_1/4873,Cairo Special Register number
54879,81,SH_exc_159,Selim Hassan excavation number
54880,38,EMC_JE_52445,Journal d'Entree number
54880,38,EMC_SR_1/10109,Cairo Special Register number
54880,38,HH_1091,Hetepheres findspot number
54881,38,EMC_JE_52444,Journal d'Entree number
54881,38,EMC_SR_1/10110,Cairo Special Register number
54881,38,HH_1089,Hetepheres findspot number
54882,38,EMC_JE_52443,Journal d'Entree number
54882,38,EMC_SR_1/10111,Cairo Special Register number
54882,38,HH_1081,Hetepheres findspot number
54883,57,EMC_TR_22.2.60.1,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.2,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.3,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.4,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.5,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.6,Cairo Temporary Register number
54883,57,EMC_SR_1/14605,Cairo Special Register number
54883,57,EMC_SR_1/14606,Cairo Special Register number
54883,57,EMC_SR_1/14607,Cairo Special Register number
54883,57,EMC_SR_1/14608,Cairo Special Register number
54883,57,EMC_SR_1/14609,Cairo Special Register number
54883,57,EMC_SR_1/14610,Cairo Special Register number
54883,57,EMC_SR_1/14599,Cairo Special Register number
54883,57,EMC_SR_1/14600,Cairo Special Register number
54883,57,EMC_SR_1/14601,Cairo Special Register number
54883,57,EMC_SR_1/14602,Cairo Special Register number
54883,57,EMC_SR_1/14603,Cairo Special Register number
54883,57,EMC_SR_1/14604,Cairo Special Register number
54883,57,EMC_TR_22.2.60.7,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.8,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.9,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.10,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.11,Cairo Temporary Register number
54883,57,EMC_TR_22.2.60.12,Cairo Temporary Register number
54884,18,EMC_JE_72221,Journal d'Entree number
54884,18,EMC_SR_2/14776,Cairo Special Register number
54884,18,SH_exc_1108,Selim Hassan excavation number
54885,18,EMC_JE_99136,Journal d'Entree number
54885,18,EMC_SR_2/19477,Cairo Special Register number
54886,18,EMC_JE_99140,Journal d'Entree number
54886,18,EMC_SR_2/19478,Cairo Special Register number
54887,18,EMC_JE_99141,Journal d'Entree number
54887,18,EMC_SR_2/19479,Cairo Special Register number
54888,18,EMC_JE_99142,Journal d'Entree number
54888,18,EMC_SR_2/19480,Cairo Special Register number
54889,18,EMC_JE_99143,Journal d'Entree number
54889,18,EMC_SR_2/19481,Cairo Special Register number
54890,18,EMC_JE_99144,Journal d'Entree number
54890,18,EMC_SR_2/19482,Cairo Special Register number
54891,57,EMC_JE_99146,Journal d'Entree number
54892,18,EMC_JE_99147,Journal d'Entree number
54892,18,EMC_SR_2/19483,Cairo Special Register number
54893,34,EMC_JE_46576,Journal d'Entree number
54893,34,EMC_SR_2/1204,Cairo Special Register number
54894,100,EMC_JE_72368,Journal d'Entree number
54894,100,EMC_SR_2/866,Cairo Special Register number
54894,100,SH_exc_688,Selim Hassan excavation number
54895,18,EMC_JE_48076,Journal d'Entree number
54895,18,EMC_SR_2/14708,Cairo Special Register number
54896,18,EMC_JE_37826,Journal d'Entree number
54896,18,EMC_SR_2/15777,Cairo Special Register number
54897,18,EMC_JE_87804,Journal d'Entree number
54897,18,EMC_SR_2/14759,Cairo Special Register number
54897,18,SH_exc_S.29,Selim Hassan excavation number
54898,18,EMC_JE_87805,Journal d'Entree number
54898,18,EMC_SR_2/14760,Cairo Special Register number
54899,18,EMC_JE_87806,Journal d'Entree number
54899,18,EMC_SR_2/14761,Cairo Special Register number
54900,18,EMC_JE_87807,Journal d'Entree number
54900,18,EMC_SR_2/14762,Cairo Special Register number
54901,38,EMC_JE_52413,Journal d'Entree number
54901,38,EMC_SR_1/10141,Cairo Special Register number
54901,38,HH_1152,Hetepheres findspot number
54902,34,EMC_JE_52450,Journal d'Entree number
54902,34,EMC_SR_1/10104,Cairo Special Register number
54902,34,HH_747,Hetepheres findspot number
54903,38,EMC_JE_52412,Journal d'Entree number
54903,38,EMC_SR_1/10142,Cairo Special Register number
54903,38,HH_1112,Hetepheres findspot number
54904,33,EMC_JE_52411,Journal d'Entree number
54904,33,EMC_SR_1/10143,Cairo Special Register number
54904,33,HH_1147,Hetepheres findspot number
54905,33,EMC_JE_52410,Journal d'Entree number
54905,33,EMC_SR_1/10144,Cairo Special Register number
54905,33,HH_1110,Hetepheres findspot number
54906,18,EMC_JE_99132,Journal d'Entree number
54906,18,EMC_SR_2/19474,Cairo Special Register number
54907,18,EMC_JE_99133,Journal d'Entree number
54907,18,EMC_SR_2/19475,Cairo Special Register number
54908,18,EMC_JE_99135,Journal d'Entree number
54909,33,EMC_JE_52420,Journal d'Entree number
54909,33,EMC_SR_1/10134,Cairo Special Register number
54909,33,HH_1149,Hetepheres findspot number
54910,33,EMC_JE_52419,Journal d'Entree number
54910,33,EMC_SR_1/10135,Cairo Special Register number
54910,33,HH_1159,Hetepheres findspot number
54911,33,EMC_JE_52418,Journal d'Entree number
54911,33,EMC_SR_1/10136,Cairo Special Register number
54911,33,HH_1161,Hetepheres findspot number
54912,38,EMC_JE_52417,Journal d'Entree number
54912,38,EMC_SR_1/10137,Cairo Special Register number
54912,38,HH_1151,Hetepheres findspot number
54913,33,EMC_JE_52416,Journal d'Entree number
54913,33,EMC_SR_1/10138,Cairo Special Register number
54914,38,EMC_JE_52415,Journal d'Entree number
54914,38,EMC_SR_1/10139,Cairo Special Register number
54914,38,HH_751,Hetepheres findspot number
54915,38,EMC_JE_52414,Journal d'Entree number
54915,38,EMC_SR_1/10140,Cairo Special Register number
54915,38,HH_1113,Hetepheres findspot number
54916,18,EMC_JE_72220,Journal d'Entree number
54916,18,EMC_SR_2/15705,Cairo Special Register number
54916,18,SH_exc_1688,Selim Hassan excavation number
54918,18,EMC_TR_6.4.49.2A,Cairo Temporary Register number
54918,18,EMC_TR_6.4.49.2B,Cairo Temporary Register number
54918,18,EMC_SR_2/14815,Cairo Special Register number
54919,18,EMC_SR_2/14816,Cairo Special Register number
54920,18,EMC_JE_41973,Journal d'Entree number
54920,18,EMC_SR_2/15712,Cairo Special Register number
54920,18,HUMFA_08-7-22,Harvard University-Boston Museum of Fine Arts excavation number
54921,18,EMC_JE_66615,Journal d'Entree number
54921,18,EMC_SR_2/15698,Cairo Special Register number
54922,18,EMC_JE_72222,Journal d'Entree number
54922,18,EMC_SR_2/15635,Cairo Special Register number
54922,18,SH_exc_1218,Selim Hassan excavation number
54923,18,EMC_JE_99131,Journal d'Entree number
54923,18,EMC_SR_2/19473,Cairo Special Register number
54924,102,EMC_JE_72336,Journal d'Entree number
54924,102,EMC_SR_7/3814,Cairo Special Register number
54924,102,SH_exc_165,Selim Hassan excavation number
54925,104,EMC_JE_72340,Journal d'Entree number
54925,104,EMC_SR_7/3817,Cairo Special Register number
54925,104,SH_exc_168,Selim Hassan excavation number
54926,18,EMC_JE_36193,Journal d'Entree number
54926,18,EMC_TR_23.8.22.6,Cairo Temporary Register number
54926,18,EMC_SR_3/9923,Cairo Special Register number
54927,33,EMC_JE_52409,Journal d'Entree number
54927,33,EMC_SR_1/10145,Cairo Special Register number
54927,33,HH_1150,Hetepheres findspot number
54928,33,EMC_JE_52408,Journal d'Entree number
54928,33,EMC_SR_1/10146,Cairo Special Register number
54928,33,HH_1148,Hetepheres findspot number
54929,33,EMC_JE_52407,Journal d'Entree number
54929,33,EMC_SR_1/10147,Cairo Special Register number
54929,33,HH_1111,Hetepheres findspot number
54930,34,EMC_JE_52406,Journal d'Entree number
54930,34,EMC_SR_1/10148,Cairo Special Register number
54930,34,HH_1146,Hetepheres findspot number
54941,104,EMC_JE_72346,Journal d'Entree number
54941,104,EMC_SR_7/3822,Cairo Special Register number
54941,104,SH_exc_332,Selim Hassan excavation number
54941,104,SH_exc_333,Selim Hassan excavation number
54942,57,EMC_JE_53261,Journal d'Entree number
54942,57,EMC_SR_1/10077,Cairo Special Register number
54943,57,EMC_JE_53263,Journal d'Entree number
54943,57,EMC_SR_1/10078,Cairo Special Register number
54946,34,EMC_JE_52375,Journal d'Entree number
54946,34,EMC_SR_1/10179,Cairo Special Register number
54946,34,HH_629,Hetepheres findspot number
54947,34,EMC_JE_52374,Journal d'Entree number
54947,34,EMC_SR_1/10180,Cairo Special Register number
54947,34,HH_581,Hetepheres findspot number
54947,34,HH_600,Hetepheres findspot number
54947,34,HH_601,Hetepheres findspot number
54947,34,HH_622,Hetepheres findspot number
54947,34,HH_623,Hetepheres findspot number
54947,34,HH_675(22),Hetepheres findspot number
54949,34,EMC_JE_67632,Journal d'Entree number
54949,34,EMC_SR_1/10027,Cairo Special Register number
54949,34,HH_1071(53),Hetepheres findspot number
54951,34,EMC_JE_67671,Journal d'Entree number
54951,34,EMC_SR_1/10029,Cairo Special Register number
54951,34,HH_1427,Hetepheres findspot number
54952,34,EMC_JE_67672,Journal d'Entree number
54952,34,EMC_SR_1/10030,Cairo Special Register number
54952,34,HH_1097,Hetepheres findspot number
54953,34,EMC_JE_67677,Journal d'Entree number
54953,34,EMC_SR_1/10031,Cairo Special Register number
54953,34,HH_1290,Hetepheres findspot number
54954,34,EMC_JE_67678,Journal d'Entree number
54954,34,EMC_SR_1/10032,Cairo Special Register number
54954,34,HH_1426,Hetepheres findspot number
54955,57,EMC_JE_52372,Journal d'Entree number
54955,57,EMC_JE_89619A,Journal d'Entree number
54955,57,EMC_JE_89619B,Journal d'Entree number
54955,57,EMC_SR_1/10075,Cairo Special Register number
54955,57,EMC_SR_1/14598,Cairo Special Register number
54956,99,EMC_JE_52452,Journal d'Entree number
54956,99,EMC_SR_1/10076,Cairo Special Register number
54962,97,EMC_JE_51899,Journal d'Entree number
54962,97,EMC_SR_1/10074,Cairo Special Register number
54971,34,EMC_JE_67714,Journal d'Entree number
