SiteID,Role,ConstituentID,ConstituentTypeID,DisplayName,DisplayDate,Remarks
1954,Attested,2682,3,Ikri (in G 8554),NULL,Possibly brother of Seshemnefer Ifi or of Ifi and son of Seshemnefer whose large tomb lies just to the west.
1955,Attested,3940,3,Netjerwer (in G 8680),NULL,"Appears on panel of false door of Seshemnefer (owner of G 8680), identified as [Hm-kA] ka-priest; in situ in west wall of chapel of G 8680."
1955,Tomb Owner,2168,3,Seshemnefer (G 8680),NULL,"Owner of G 8680. Appears on panel of false door, identified as [rxt nswt] royal acquaintance; in situ in west wall of chapel of G 8680."
1955,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1956,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1956,Tomb Owner,2169,3,Seshemnefer Ifi (G 8020),NULL,NULL
1958,Tomb Owner,848,3,Seshemnefer Tjeti (Seshemnefer Tjeti),NULL,"Owner of Seshemnefer Tjeti (unnumbered mastaba excavated by Junker, part of Seshemnefer [IV] complex). Seshemnefer Tjeti, called Tjeti. Remains of false door inscribed for Seshemnefer Tjeti, identified as [smr watj xrp nstj] sole companion, director of the two thrones; also appears in chapel relief (displaced blocks), with previous titles and additional title [HqA bAt] chief of Bat; found in mastaba of Seshemnefer Tjeti (blocks of relief perhaps originally from chapel entrance, to room a).

Probable son of Seshemnefer [IV] (owner of Lepsius 53). Appears in chapel relief, interior chapel entrance (facade and reveal faces of north and south door jambs); in situ in Lepsius 53.
"
1958,Excavator,461,1,Hermann Junker,"German, 1877–1962","Egyptologist, Director of German-Austrian expedition to Giza, 1911–1929. Published 12 volumes of final excavation reports from Giza expedition.
Nationality and life dates from Who was Who in Egyptology."
1959,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1959,Attested,433,3,Tjetut (in G 8656),NULL,"Wife of Seshemu (owner of G 8656). Northern false door of main chapel inscribed for Tjetut, identified as [rxt nswt Hm-nTr Nt Hm-nTr HwtHr m swt=s nbt] royal acquaintance, priestess of Neith, priestess of Hathor in all her places; in situ in G 8656."
1959,Tomb Owner,2247,3,Seshemu (G 8656),NULL,"Owner of G 8656. Southern false door of main chapel inscribed for Seshemu, identified as [rx nswt pr-aA jmj-r st Hrj-sStA jpt nswt] royal acquaintance of the Great House, overseer of a department, secretary of the king's private apartment; in situ in G 8656."
1960,Excavator,461,1,Hermann Junker,"German, 1877–1962","Egyptologist, Director of German-Austrian expedition to Giza, 1911–1929. Published 12 volumes of final excavation reports from Giza expedition.
Nationality and life dates from Who was Who in Egyptology."
1960,Tomb Owner,849,3,Seshathetep [II] (Seshathetep [II]),NULL,"Owner of Seshathetep [II] (unnumbered mastaba excavated by Junker). Remains of false door inscribed for Seshathetep, identified as [Hm-nTr ...] priest of ... ; found in situ in mastaba of Seshathetep [II]."
1961,Tomb Owner,2183,3,Setka (Setka & Ptahhetep),NULL,"Owner (along with Ptahhetep) of Setka & Ptahhetep (unnumbered mastaba excavated by Junker). Father of Ptahhetep. Two false doors inscribed for Setka, identified as [sAb jmj-r sSw wDa-mdw sStA n Hwt-wrt xrp sSw m DADAt wrt] juridicial overseer of scribes of the secret judgements of the Great Court, director of scribes of the Great Jury; also appears in chapel relief, west wall (between false doors, seated at offering table [depicted twice, facing himself]); in situ in mastaba of Setka & Ptahhetep, chapel of Setka. 

Probable son of Nefer [I] (owner of G 4761, occasionally misidentified as G 4861 by Reisner). Appears twice in chapel relief in tomb of Nefer [I], (chapel entrance west door jamb; east wall, south end), identified as [sAb sHD sSw] juridicial inspector of scribes; in situ in G 4761."
1961,Excavator,461,1,Hermann Junker,"German, 1877–1962","Egyptologist, Director of German-Austrian expedition to Giza, 1911–1929. Published 12 volumes of final excavation reports from Giza expedition.
Nationality and life dates from Who was Who in Egyptology."
1961,Tomb Owner,349,3,Ptahhetep (Setka & Ptahhetep),NULL,"Owner (along with Setka) of Setka & Ptahhetep (unnumbered mastaba excavated by Junker). Son ([sA=f] his son) of Setka. False door inscribed for Ptahhetep, identified as [sAb jmj-r sSw Hrj-sStA wDa-mdw sStA n Hwt-wrt] juridicial overseer of scribes, secretary of the secret judgements of the Great Court; found in situ in mastaba of Setka & Ptahhetep, chapel of Ptahhetep. Also appears in chapel relief in chapel of Setka, west wall (between false doors); in situ in mastaba of Setka & Ptahhetep, chapel of Setka."
1961,Attested,4014,3,Rawer (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, first figure on left), identified as [sHD Hmw-kA] inspector of ka-priests; in situ in mastaba of Setka & Ptahhetep."
1961,Attested,4015,3,Perhernefret (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, second figure from left), identified as [Hm-kA] ka-priest; in situ in mastaba of Setka & Ptahhetep."
1961,Attested,4016,3,Neferwat (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, third figure from left), identified as [Hm-kA] ka-priest; in situ in mastaba of Setka & Ptahhetep."
1961,Attested,4017,3,Ptahiufni (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, fourth figure from left), identified as [Hm-kA] ka-priest; in situ in mastaba of Setka & Ptahhetep."
1961,Attested,4018,3,Khnemu (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, sixth figure from left), identified as [Hm-kA] ka-priest; in situ in mastaba of Setka & Ptahhetep."
1961,Attested,4019,3,Sekhem (in Setka & Ptahhetep),NULL,"Appears in chapel relief in mastaba of Setka & Ptahhetp (unnumbered mastaba excavated by Junker), chapel of Setka, west wall (north end, top register of offering bearers, seventh figure from left), identified as [Hm-kA] ka-priest; in situ in mastaba of Setka & Ptahhetep."
1962,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1963,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1963,Attested,216,3,Khuwiwer (G 8674),NULL,"Owner of G 8674. Son of Mes-sa (owner of G 8668). Entrance drum lintel inscribed for Mes-sa (identified as [smr watj xrp aH] sole companion, director of the palace) and Khuwiwer (identified as [sAb jmj-r sSw] juridicial overseer of scribes); found in entrance debris of G 8674. Biographical inscription of Khuwiwer on northern and southern walls of antechamber; in situ in G 8674. Chapel entrance architrave, drum lintel and door jambs inscribed for Khuwiwer, identified as [sAb sHD sSw n Hwtj wrtj jmj wrt nt Xnw xrp sSw jrjw jaH] juridicial inspector of scribes in the two great courts (of justice) amongst those on the right-hand side(?) of the Residence, director of scribes connected with the moon. Also appears in chapel wall relief (east, north and west walls); all in situ in G 8674. False door inscribed for Khuwiwer; in situ in G 8674. Lower part of schist seated statue inscribed for Khuwiwer; found in chapel debris of G 8674. Lower part of granite seated statue inscribed for Khuwiwer, identified as [sAb sHD sSw] juridicial inspector of scribes; found in filling of southern serdab of G 8674. Uninscribed limestone head (JE 72221), probably of Khuwiwer; found in G 8674, shaft 973.

Statue base inscribed for Khuwiwer, identified as [sAb jmj-r sSw] juridicial overseer of scribes; found in shaft 35 of G 8972."
1964,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1965,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
1965,Tomb Owner,850,3,Nubheset (Shaft 89),NULL,Possible owner of Shaft 89.
1965,Attested,2390,3,Ptahshepses (in Shaft 89),NULL,Son of Nubheset (possible owner of Shaft 89).
1966,Attested,2609,3,Irenakhti (in G 8660),NULL,"Son ([sA=f smsw] his eldest son) of Shepsesakhti (owner of G 8660). Mentioned on north inner jamb of northern false door inscribed for Shepsesakhti, identified as [sHD swnw] inspector of physicians; in situ in G 8660."
1966,Attested,2610,3,Kednu (in G 8660),NULL,"Son ([sA=f] his son) of Shepsesakhti (owner of G 8660), or possibly son of Irenakhti and grandson of Shepsesakhti. Mentioned on north inner jamb of northern false door inscribed for Shepsesakhti, identified as [sS pr-HD] scribe of the treasury; in situ in G 8660."
1966,Attested,2611,3,Ankh (in G 8660),NULL,"Son ([sA=f] his son) of Shepsesakhti (owner of G 8660). Mentioned on south inner jamb of northern false door inscribed for Shepsesakhti, identified as [swnw] physician; in situ in G 8660."
1966,Attested,2612,3,Sebekhetep (in G 8660),NULL,"Son ([sA=f] his son) of Shepsesakhti (owner of G 8660), or possibly son of Ankh and grandson of Shepsesakhti. Mentioned on south inner jamb of northern false door inscribed for Shepsesakhti, identified as [sHD Hmw-kA] inspector of ka-priests; in situ in G 8660."
1966,Attested,2613,3,Tjeset (in G 8660),NULL,"Daughter ([sAt=f] his daughter) of Shepsesakhti (owner of G 8660), or possibly daughter of Sebekhetep and great-grandaughter of Shepsesakhti. Mentioned on south inner jamb of northern false door inscribed for Shepsesakhti, identified as [rxt nswt] royal acquaintance; in situ in G 8660."
1966,Tomb Owner,851,3,Shepsesakhti (G 8660),NULL,"Owner of G 8660. Northern false door inscribed for Shepsesakhti, identified as [sHD Hmw-nTr mwt nswt rx nswt] inspector of priests of the king's mother, royal acquaintance; in situ in G 8660."
1966,Attested,2226,3,Iti (in G 8660),NULL,Wife ([Hmt=f] his wife) of Shepsesakhti (owner of G 8660). Appears seated with her husband on panel of northern false door inscribed for Shepsesakhti; in situ in G 8660.
1966,Excavator,465,1,Selim Hassan (Bey),"Egyptian, 1886–1961","Egyptologist; Sub Director General. 
Nationality and life dates from Who was Who in Egyptology.

(1886-1961)
Egyptian Egyptologist; born Mit-Nagi, 15 April 1886, he studied at the Higher Teacher's College, Cairo under Kamal (q.v.); in 1912 he became a teacher and in 1921 obtained a post in the Egyptian Museum as assistant keeper; he studied in Paris 1923-7 at the Ecole Pratique des Hautes Etudes; he was the first Egyptian to be appointed as a Professor of Egyptology in the Universitv of Cairo, 1928 -  36; he was later made Deputy  Director of the Egyptian Antiquities Service responsible for the care of all monuments in the Nile valley, 1936-39; Ph.D. Vienna University, 1935; stimulated by the archaeological work of P. E. Newberry (q.v.) and Junker  (q.v.)he began an active career in excavations with the clearance of some of the Giza mastabas in 1929; the excavations carried on by him in this necropolis continued until 1939 by which time a great deal of digging had been achieved, published in 10 parts; he also cleared the Sphinx and its temple, for the first time completely digging out the great amphitheatre around it and ensuring that it would not be buried by send again so easily; he wrote a study on this work and on the temple of Amenhotep II here; in addition the so-called Fourth Pyramid or the palace-façade tomb of Queen Khent-kawes of the Fourth Dynasty was investigated and also the funerary town of the priests associated with it; he later worked on the Unas causeway at Saqqara and at the valley temple of this king, discovering some of the mastabas in this area and two great subterranean tombs dated to the Second Dynasty; his final excavations at Giza were carried out on the east and south faces of the Great Pyramid and at the mortuary temple of King Khufu, 1938-9; he also took part in the campaign to save the monments of Nubia, and wrote a report on this subject; he published about 53 books and articles on Egyptological subjects in English, French, and Arabic, Hymnes religieux du Moyen Empire, 1928; Le Poème dit de Pentaour et Le rapport officiel sur la bataiILe de Qadesh , 1929; Excavations at Giza, 10 pts., 1929-60; The Sphinx. Its History in the Light of recent Excavations, 1949; Report on the Monunents of Nubia,1955Excavations at Saqqara 1937-8, 3 vols., 1975; in Arabic Literature of Ancient Egpt, 2 vols.; Ancient Egypt from Prehistoric Times to the Age of Rameses 11, 6 vols.; he died in Giza, 30 Sept. 1961.

AfO 20 (1963), 310 (H. Brunner); Archaeology 14, no, 4 (1961, 293; ASAE 58 (1964), 61- 84 (bibl.) (Dia Abou-Ghazi); Orientalia 31 (1962), 271; Goettinger Miszellen 76 (1984), 78-80; Reid, JAOS 105 (1985), 237, 241-44."
