ID,ReferenceID,Title,BoilerText,ClassificationID,DisplayDate,MainPathName,MainFileName
8,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
8,285,"Göttinger Miszellen 208 (2006), pp. 19-28, ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie""","Fitzenreiter, Martin. ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie."" <I>Göttinger Miszellen </I>208 (2006), pp. 19-28.",1,2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\,fitzenreiter_gm_208_2006.pdf
8,534,"Sokar 4 (1. Halbjahr 2002), pp. 4-9, ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops""","Jánosi, Peter. ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops."" <EM>Sokar </EM>4 (1. Halbjahr 2002), pp. 4-9.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library,janosi_sokar_4_2002.pdf
9,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
10,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
10,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1,1914,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
11,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
12,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
13,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
14,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
14,102,"The Development of Harvard University since the Inauguration of President Eliot 1869–1929, pp. 241–247, ""Egyptology 1896-1928""","Reisner, George A. ""Egyptology 1896-1928."" In Samuel Eliot Morison, ed. <I>The Development of Harvard University since the Inauguration of President Eliot 1869-1929</I>. Cambridge, MA: Harvard University Press, 1930, pp. 241-247.",1,1930,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner_devel_harvard.pdf
14,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1,1914,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
15,92,"Stationen: Beiträge zur Kulturgeschichte Ägyptens, pp. 115–34, The Problem of the Giza Slab Stelae","Manuelian, Peter Der. ""The Problem of the Giza Slab Stelae."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 115-134.",1,1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_fs_stadelmann.pdf
15,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",1,2003,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
15,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
15,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1,1914,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
15,187,Die Opferkammer des Merib,"Priese, Karl-Heinz. <I>Die Opferkammer des Merib</I>. Berlin: Ägyptisches Museum, Berlin, 1984. <BR>",1,1984,Y:\\images\MFA-images\Giza\GizaImage\full\library\,priese_merib.pdf
15,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
15,275,"The Old Kingdom Art and Archaeology, pp. 221-230, ""A Re-examination of Reisner's Nucleus Cemetery Concept at Giza. Preliminary Remarks on Cemetery G 2100""","Manuelian, Peter Der. ""A Re-examination of Reisner's Nucleus Cemetery Concept at Giza. Preliminary Remarks on Cemetery G 2100."" In Miroslav Bárta, ed. <I>The Old Kingdom Art and Archaeology</I>. <I>Proceedings of the Conference held in Prague, May 31-June 4, 2004.</I> Prague: Czech Institute of Egyptology, 2006, pp. 221-230.",1,2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\OKAA\,manuelian_okaa_2006.pdf
15,534,"Sokar 4 (1. Halbjahr 2002), pp. 4-9, ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops""","Jánosi, Peter. ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops."" <EM>Sokar </EM>4 (1. Halbjahr 2002), pp. 4-9.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library,janosi_sokar_4_2002.pdf
16,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
17,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
17,189,The Minor Cemetery at Giza,"Fisher, Clarence S. <I>The Minor Cemetery at Giza</I>. Philadelphia: University Museum, 1924.<BR>",1,1924,Y:\\images\MFA-images\Giza\GizaImage\full\library\,fisher_minor_cemetery.pdf
18,92,"Stationen: Beiträge zur Kulturgeschichte Ägyptens, pp. 115–34, The Problem of the Giza Slab Stelae","Manuelian, Peter Der. ""The Problem of the Giza Slab Stelae."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 115-134.",1,1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_fs_stadelmann.pdf
18,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",1,2003,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
18,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
18,102,"The Development of Harvard University since the Inauguration of President Eliot 1869–1929, pp. 241–247, ""Egyptology 1896-1928""","Reisner, George A. ""Egyptology 1896-1928."" In Samuel Eliot Morison, ed. <I>The Development of Harvard University since the Inauguration of President Eliot 1869-1929</I>. Cambridge, MA: Harvard University Press, 1930, pp. 241-247.",1,1930,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner_devel_harvard.pdf
18,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1,1914,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
18,155,"Archaeology 16 (March 1963), pp. 2–13 and cover, ""The Stela of Prince Wepemnofret""","Smith, William Stevenson. ""The Stela of Prince Wepemnofret."" <I>Archaeology </I>16 (March 1963), pp. 2-13.",1,March 1963,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_arch_16_1963.pdf
18,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
18,285,"Göttinger Miszellen 208 (2006), pp. 19-28, ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie""","Fitzenreiter, Martin. ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie."" <I>Göttinger Miszellen </I>208 (2006), pp. 19-28.",1,2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\,fitzenreiter_gm_208_2006.pdf
18,534,"Sokar 4 (1. Halbjahr 2002), pp. 4-9, ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops""","Jánosi, Peter. ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops."" <EM>Sokar </EM>4 (1. Halbjahr 2002), pp. 4-9.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library,janosi_sokar_4_2002.pdf
19,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
19,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1,1914,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
20,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
20,105,"Zeitschrift für Ägyptische Sprache und Altertumskunde 64 (1929), pp. 97-99, ""Nefertkauw, the Eldest Daughter of Sneferuw""","Reisner, George A. ""Nefertkauw, the Eldest Daughter of Sneferuw."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde </I>64 (1929), pp. 97-99.",1,1929,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner_zäs_64_1929.pdf
20,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
20,534,"Sokar 4 (1. Halbjahr 2002), pp. 4-9, ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops""","Jánosi, Peter. ""Bemerkungen zur Entstehung, Lage und Datierung der Nekropolenfelder von Giza unter Cheops."" <EM>Sokar </EM>4 (1. Halbjahr 2002), pp. 4-9.",1,2002,Y:\\images\MFA-images\Giza\GizaImage\full\library,janosi_sokar_4_2002.pdf
21,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
22,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
23,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
23,214,Gîza 1: Die Mastabas der IV. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 69, Abhandlung 1. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1929.",1,1929,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_1.pdf
24,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1,1974,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
24,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1,1950,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
