ReferenceID,ObjectID,Title,ObjectNumber,ClassificationID,ObjectDate,ThumbPathName,ThumbFileName,ArchIDNum
7,16834,Copper model table,GEM_877,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16835,Copper model table with three model jars,HUMFA_12-12-268,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16840,Copper model table,HUMFA_12-12-271,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16841,Copper model table,GEM_878,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16842,Copper model table,HUMFA_12-12-273,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16844,Copper model hes-vase,HUMFA_12-12-274,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16846,Copper model basin,HUMFA_12-12-275,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16847,Copper model basin,HUMFA_12-12-276,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16848,Copper model basin,HUMFA_12-12-277,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16849,Copper model basin,HUMFA_12-12-278,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16850,Copper model basin,HUMFA_12-12-279,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16851,Copper model basin,HUMFA_12-12-280,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16852,Copper model table,GEM_876,100,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16854,Quartzite model cup from an Opening of the Mouth set,EMC_JE_44612,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16856,Basalt model cup from an Opening of the Mouth set,EMC_JE_44611,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900592?width=170&height=170,460180261
7,16868,Copper bowl,HUMFA_12-12-288,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900596?width=170&height=170,460180267
7,16884,Copper bowl,HUMFA_12-12-297,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900596?width=170&height=170,460180267
7,16887,Copper cylindrical cup,HUMFA_12-12-299,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16904,Copper jar with spout,HUMFA_12-12-307,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16930,Copper incense cup,HUMFA_12-12-316,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16933,Copper jar with spout,HUMFA_12-12-318,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16940,Copper basin,HUMFA_12-12-327,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16942,Copper incense burner on stand,HUMFA_12-12-328,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900594?width=170&height=170,460180264
7,16985,Copper incense burner with handle,HUMFA_12-12-359,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37900596?width=170&height=170,460180267
7,17009,Copper censer cover,HUMFA_12-12-375,34,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37704955?width=170&height=170,459586878
7,17124,Wood coffin inscribed for Impy,HUMFA_12-12-575,97,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37705019?width=170&height=170,459586974
7,17132,Jewelry: Wesekh broadcollar,HUMFA_12-12-583,102,12/31/1912,https://nrs.harvard.edu,urn-3:FHCL:37705037?width=170&height=170,459587001
7,17379,Fragments of limestone relief from tomb of Nekhebu,HUMFA_13-1-545,58,December 1912,https://nrs.harvard.edu,urn-3:FHCL:37817950?width=170&height=170,459916076
7,17397,Fragments of limestone relief from tomb of Nekhebu,HUMFA_13-1-555,58,December 1912 - January 1913,https://nrs.harvard.edu,urn-3:FHCL:37817952?width=170&height=170,459916079
18,26784,Red granite sarcophagus of Meresankh II,MFAB_27.441a-b,97,NULL,https://nrs.harvard.edu,urn-3:FHCL:37901382?width=170&height=170,460181446
26,18263,Bronze sphinx,HUMFA_29-2-77,18,02/21/1929,https://nrs.harvard.edu,urn-3:FHCL:38592438?width=170&height=170,462506925
26,18804,Limestone mold with design of bird,HUMFA_29-4-94,132,04/06/1929,https://nrs.harvard.edu,urn-3:FHCL:37793157?width=170&height=170,459781084
26,18806,Limestone mold with design of bird,HUMFA_29-4-96,106,04/06/1929,https://nrs.harvard.edu,urn-3:FHCL:37793157?width=170&height=170,459781084
26,18818,Faience cup,HUMFA_29-4-259,34,04/18/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,18866,Faience cup,HUMFA_29-4-294,34,04/29/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,18874,Limestone mold with design of bird,HUMFA_29-4-299,106,04/29/1929,https://nrs.harvard.edu,urn-3:FHCL:37793157?width=170&height=170,459781084
26,18916,Fragment of faience bowl,HUMFA_29-3-129,34,03/14/1929,https://nrs.harvard.edu,urn-3:FHCL:38592850?width=170&height=170,462507534
26,19439,Faience cup,HUMFA_29-3-366,34,03/28/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,19661,Fragment of faience model offering table,HUMFA_29-4-128,100,04/10/1929,https://nrs.harvard.edu,urn-3:FHCL:37961378?width=170&height=170,460355379
26,19662,Fragment of faience bowl,HUMFA_29-4-129,34,04/10/1929,https://nrs.harvard.edu,urn-3:FHCL:38592850?width=170&height=170,462507534
26,19739,Fragment of faience model offering table with jars,HUMFA_29-4-189,100,04/11/1929,https://nrs.harvard.edu,urn-3:FHCL:37961378?width=170&height=170,460355379
26,19755,Faience ushabtis of Iurekires,HUMFA_29-4-202,88,04/12/1929,https://nrs.harvard.edu,urn-3:FHCL:37947629?width=170&height=170,460315241
26,20168,Limestone false door of Inti,HUMFA_29-12-106,24,12/08/1929,https://nrs.harvard.edu,urn-3:FHCL:37793079?width=170&height=170,459780967
26,20427,Hollow bronze head of horned animal,HUMFA_30-12-183,18,12/29/1930,https://nrs.harvard.edu,urn-3:FHCL:37793159?width=170&height=170,459781087
26,20432,Bronze figure of Bastet,HUMFA_30-12-188,18,12/29/1930,https://nrs.harvard.edu,urn-3:FHCL:37793159?width=170&height=170,459781087
26,20447,Limestone standing pair statue of Nefu and Khenmetsetju,HUMFA_31-1-4,18,01/01/1931,https://nrs.harvard.edu,urn-3:FHCL:37792967?width=170&height=170,459780799
26,20779,Limestone seated statue of Nefu,HUMFA_31-1-6,18,01/01/1931,https://nrs.harvard.edu,urn-3:FHCL:37961320?width=170&height=170,460355292
26,20780,Black granite seated scribe statue of Tjenti,HUMFA_31-1-7,18,01/01/1931,https://nrs.harvard.edu,urn-3:FHCL:37793251?width=170&height=170,459781216
26,20897,Limestone headrest,HUMFA_29-12-165,57,12/14/1929,https://nrs.harvard.edu,urn-3:FHCL:37961380?width=170&height=170,460355382
26,21212,Faience cup,HUMFA_29-11-134,34,11/17/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,21272,Faience model ewer,HUMFA_29-11-151,100,11/18/1929,https://nrs.harvard.edu,urn-3:FHCL:37961378?width=170&height=170,460355379
26,21350,Fragments of faience cups,HUMFA_29-11-166,34,11/20/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,21511,Jewelry element: glass beads,HUMFA_29-11-212,83,11/21/1929,https://nrs.harvard.edu,urn-3:FHCL:37793107?width=170&height=170,459781009
26,21566,Jewelry element: glass beads,HUMFA_29-11-222,95,11/21/1929,https://nrs.harvard.edu,urn-3:FHCL:37961328?width=170&height=170,460355304
26,21593,Fragments of silver sheet amulet of Isis,HUMFA_29-12-340,79,12/30/1929,https://nrs.harvard.edu,urn-3:FHCL:38592728?width=170&height=170,462507354
26,21642,Jewelry element: glass beads,HUMFA_29-11-267,95,11/22/1929,https://nrs.harvard.edu,urn-3:FHCL:37961332?width=170&height=170,460355310
26,21646,Faience cup,GEM_29406,34,11/22/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,21670,Faience vessel,HUMFA_29-11-276,34,11/22/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,21872,Limestone headrest,HUMFA_31-1-183,83,01/18/1931,https://nrs.harvard.edu,urn-3:FHCL:37961380?width=170&height=170,460355382
26,21908,Faience model spouted jar,HUMFA_31-1-219,34,01/19/1931,https://nrs.harvard.edu,urn-3:FHCL:37961378?width=170&height=170,460355379
26,22247,Jewelry element: glass beads,HUMFA_29-11-345a,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22255,Jewelry element: glass bead,HUMFA_29-11-345b,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22256,Jewelry element: glass beads,HUMFA_29-11-345c,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22259,Jewelry element: glass beads,HUMFA_29-11-345d,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22260,Jewelry element: glass beads,HUMFA_29-11-345e,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22263,Jewelry element: glass beads,HUMFA_29-11-345f,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22264,Jewelry element: glass beads,HUMFA_29-11-345g,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22267,Jewelry element: glass beads,HUMFA_29-11-345h,95,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37961372?width=170&height=170,460355370
26,22290,Fragment of faience cup,HUMFA_29-11-352,34,11/24/1929,https://nrs.harvard.edu,urn-3:FHCL:37793147?width=170&height=170,459781069
26,24201,Fragment of limestone relief from tomb of Nefer,HUMFA_36-12-2,58,12/26/1936,https://nrs.harvard.edu,urn-3:FHCL:38024337?width=170&height=170,460502017
26,25316,Greywacke pair statue of Menkaure and Queen,MFAB_11.1738,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37704057?width=170&height=170,459585531
26,26818,Fragments of limestone relief from tomb of Nefer,MFAB_31.780,58,NULL,https://nrs.harvard.edu,urn-3:FHCL:37793145?width=170&height=170,459781066
26,26819,Limestone false door of Tebash and Merut,MFAB_31.782,24,NULL,https://nrs.harvard.edu,urn-3:FHCL:38026103?width=170&height=170,460504666
26,66959,Reproduction of greywacke pair statue of Menkaure and Queen,EMC_SR_2/15815,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:41767989?width=170&height=170,481673451
35,10193,Limestone statue bust (portrait of Ankh-haf),HUMFA_25-3-241,18,02/08/1925,https://nrs.harvard.edu,urn-3:FHCL:37775415?width=170&height=170,459751980
35,16385,Limestone reserve head,HUMFA_13-10-70,18,10/29/1913,https://nrs.harvard.edu,urn-3:FHCL:38499151?width=170&height=170,462299889
35,17137,Limestone reserve head,HUMFA_13-11-90,18,11/24/1913,https://nrs.harvard.edu,urn-3:FHCL:38499303?width=170&height=170,462300000
35,17475,Limestone reserve head,HUMFA_13-11-91,18,11/24/1913,https://nrs.harvard.edu,urn-3:FHCL:38499324?width=170&height=170,462300015
35,17620,Limestone reserve head,HUMFA_13-12-11,18,12/12/1913,https://nrs.harvard.edu,urn-3:FHCL:38499628?width=170&height=170,462300234
35,23917,Gypsum mummy mask,HUMFA_38-6-37,116,06/03/1938,https://nrs.harvard.edu,urn-3:FHCL:38024925?width=170&height=170,460502899
35,25316,Greywacke pair statue of Menkaure and Queen,MFAB_11.1738,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37704057?width=170&height=170,459585531
35,25328,Limestone reserve head of Nefer,MFAB_06.1886,18,about 2575–2465 B.C.,https://nrs.harvard.edu,urn-3:FHCL:37900378?width=170&height=170,460179940
35,25654,Head of alabaster statue of Menkaure,MFAB_09.203,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37861285?width=170&height=170,460119076
35,25724,Colossal alabaster statue of Menkaure,MFAB_09.204,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37703701?width=170&height=170,459584997
35,66959,Reproduction of greywacke pair statue of Menkaure and Queen,EMC_SR_2/15815,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:41767989?width=170&height=170,481673451
37,25316,Greywacke pair statue of Menkaure and Queen,MFAB_11.1738,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37704057?width=170&height=170,459585531
37,25651,"Greywacke triad of Menkaure, Hathor, and deified Hare nome",MFAB_09.200,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37860679?width=170&height=170,460118656
37,25654,Head of alabaster statue of Menkaure,MFAB_09.203,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37861285?width=170&height=170,460119076
37,25724,Colossal alabaster statue of Menkaure,MFAB_09.204,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37703701?width=170&height=170,459584997
37,66959,Reproduction of greywacke pair statue of Menkaure and Queen,EMC_SR_2/15815,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:41767989?width=170&height=170,481673451
47,25327,Limestone seated pair statue of Bau and Baru,MFAB_06.1885,18,about 2465–2323 B.C.,https://nrs.harvard.edu,urn-3:FHCL:37862219?width=170&height=170,460119922
47,25328,Limestone reserve head of Nefer,MFAB_06.1886,18,about 2575–2465 B.C.,https://nrs.harvard.edu,urn-3:FHCL:37900378?width=170&height=170,460179940
47,25415,"Limestone standing triad of Hes, Khuiptah, and Nikaukhufu",MFAB_06.1882,18,about 2465–2323 B.C.,https://nrs.harvard.edu,urn-3:FHCL:37862226?width=170&height=170,460119928
47,26421,Limestone pair statue of Ptahkhenui and his wife,MFAB_06.1876,18,about 2465–2323 B.C.,https://nrs.harvard.edu,urn-3:FHCL:40709944?width=170&height=170,471820378
48,16698,Wood statue of Senedjemib Mehi (?),HUMFA_12-12-206,18,"12/20/1912, 12/21/1912",https://nrs.harvard.edu,urn-3:FHCL:37900628?width=170&height=170,460180315
48,26575,Mastaba chapel walls from tomb of Akhmerutnisut,MFAB_13.4352,120,NULL,https://nrs.harvard.edu,urn-3:FHCL:40710153?width=170&height=170,471820534
49,10193,Limestone statue bust (portrait of Ankh-haf),HUMFA_25-3-241,18,02/08/1925,https://nrs.harvard.edu,urn-3:FHCL:37775415?width=170&height=170,459751980
49,25316,Greywacke pair statue of Menkaure and Queen,MFAB_11.1738,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37704057?width=170&height=170,459585531
49,25651,"Greywacke triad of Menkaure, Hathor, and deified Hare nome",MFAB_09.200,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37860679?width=170&height=170,460118656
49,25724,Colossal alabaster statue of Menkaure,MFAB_09.204,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37703701?width=170&height=170,459584997
49,66959,Reproduction of greywacke pair statue of Menkaure and Queen,EMC_SR_2/15815,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:41767989?width=170&height=170,481673451
50,25336,Fragments of limestone slab stela of Seshatsekhentiu,MFAB_06.1894,121,about 2606–2583 B.C.,https://nrs.harvard.edu,urn-3:FHCL:40710645?width=170&height=170,471820897
50,45243,Fragment of limestone slab stela,KHM_ÄS_7799,121,NULL,https://nrs.harvard.edu,urn-3:FHCL:40710649?width=170&height=170,471820900
51,6694,Fragment of limestone relief,HUMFA_24-11-545,58,11/14/1924,https://nrs.harvard.edu,urn-3:FHCL:37831847?width=170&height=170,459995658
51,6696,Fragment of limestone relief,HUMFA_24-11-546,58,11/14/1924,https://nrs.harvard.edu,urn-3:FHCL:37831847?width=170&height=170,459995658
51,6700,Inscribed fragment of red granite,HUMFA_24-11-548,98,11/14/1924,https://nrs.harvard.edu,urn-3:FHCL:39532339?width=170&height=170,465377681
51,22235,Fragment of limestone relief,HUMFA_37-3-4c,58,03/06/1937,https://nrs.harvard.edu,urn-3:FHCL:39146480?width=170&height=170,464181001
51,22236,Fragment of limestone relief,HUMFA_37-3-4d,58,03/06/1937,https://nrs.harvard.edu,urn-3:FHCL:39146480?width=170&height=170,464181001
51,22249,Fragment of limestone relief,HUMFA_37-3-4h,58,03/06/1937,https://nrs.harvard.edu,urn-3:FHCL:39146480?width=170&height=170,464181001
51,25316,Greywacke pair statue of Menkaure and Queen,MFAB_11.1738,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37704057?width=170&height=170,459585531
51,25651,"Greywacke triad of Menkaure, Hathor, and deified Hare nome",MFAB_09.200,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37860679?width=170&height=170,460118656
51,25724,Colossal alabaster statue of Menkaure,MFAB_09.204,18,NULL,https://nrs.harvard.edu,urn-3:FHCL:37703701?width=170&height=170,459584997
51,26867,Curtain box of Hetepheres I (reproduction),MFAB_39.746,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:37831745?width=170&height=170,459995505
51,66959,Reproduction of greywacke pair statue of Menkaure and Queen,EMC_SR_2/15815,115,NULL,https://nrs.harvard.edu,urn-3:FHCL:41767989?width=170&height=170,481673451
52,14353,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-963a,18,04/07/1927,https://nrs.harvard.edu,urn-3:FHCL:38589310?width=170&height=170,462502339
52,14361,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-963b,18,04/07/1927,https://nrs.harvard.edu,urn-3:FHCL:38589310?width=170&height=170,462502339
52,14363,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-963c,18,04/07/1927,https://nrs.harvard.edu,urn-3:FHCL:38589310?width=170&height=170,462502339
52,14364,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964a,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14377,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964b,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14379,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964c,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14381,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964d,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14382,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964e,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14384,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964f,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14385,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964g,18,"04/07/1927, 04/26/1927, 05/04/1927",https://nrs.harvard.edu,urn-3:FHCL:37947133?width=170&height=170,460314497
52,14387,Fragments of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964h,18,04/26/1927,https://nrs.harvard.edu,urn-3:FHCL:38589340?width=170&height=170,462502384
52,14394,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-964i,18,04/26/1927,https://nrs.harvard.edu,urn-3:FHCL:38589340?width=170&height=170,462502384
52,14399,Fragment of limestone pair statue of Hetepheres II and Meresankh III,HUMFA_27-4-965,18,04/26/1927,https://nrs.harvard.edu,urn-3:FHCL:39536158?width=170&height=170,465382355
52,15035,Stone tool: granite hammer,HUMFA_27-4-1243,92,04/30/1927,https://nrs.harvard.edu,urn-3:FHCL:38589424?width=170&height=170,462502507
52,15059,Fragment of limestone relief from tomb of Meresankh III,HUMFA_27-5-1,58,05/01/1927,https://nrs.harvard.edu,urn-3:FHCL:37947121?width=170&height=170,460314479
52,15065,Fragment of limestone statue of Meresankh III,HUMFA_27-5-3,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589214?width=170&height=170,462502198
52,15067,Limestone servant statue,HUMFA_27-5-4,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589202?width=170&height=170,462502180
52,15069,Fragment of limestone servant statue,HUMFA_27-5-5,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536294?width=170&height=170,465382586
52,15070,Fragmentary limestone servant statue,HUMFA_27-5-6,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589298?width=170&height=170,462502321
52,15084,Head of limestone statue of Meresankh III,HUMFA_27-5-7,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589214?width=170&height=170,462502198
52,15086,Fragmentary limestone servant statue,HUMFA_27-5-8,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589326?width=170&height=170,462502363
52,15091,Fragments of alabaster offering table,HUMFA_27-5-10,87,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536300?width=170&height=170,465382595
52,15095,Fragment of plaster relief from tomb of Meresankh III,HUMFA_27-5-11,58,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:38589524?width=170&height=170,462502657
52,15099,Fragment of black granite statue or sarcophagus,HUMFA_27-5-12,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536300?width=170&height=170,465382595
52,15101,Fragment of limestone statue,HUMFA_27-5-13,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536302?width=170&height=170,465382598
52,15104,Fragment of accessory from limestone servant statue: basket,HUMFA_27-5-14,18,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536302?width=170&height=170,465382598
52,15106,Fragment of pottery bowl,HUMFA_27-5-15,34,05/04/1927,https://nrs.harvard.edu,urn-3:FHCL:39536302?width=170&height=170,465382598
52,15114,Fragment of limestone statue of Meresankh III,HUMFA_27-5-18,18,05/15/1927,https://nrs.harvard.edu,urn-3:FHCL:38589214?width=170&height=170,462502198
52,15120,Fragment of black granite sarcophagus or statue,HUMFA_27-5-19,18,05/15/1927,https://nrs.harvard.edu,urn-3:FHCL:39536304?width=170&height=170,465382601
52,15123,Fragments of copper saucer,HUMFA_27-5-20,34,05/15/1927,https://nrs.harvard.edu,urn-3:FHCL:39536304?width=170&height=170,465382601
52,15312,Limestone canopic jar and lid,HUMFA_27-6-1,34,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947125?width=170&height=170,460314485
52,15314,Limestone canopic jar and lid,HUMFA_27-6-2,99,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947125?width=170&height=170,460314485
52,15315,Limestone canopic jar and lid,HUMFA_27-6-3,99,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947125?width=170&height=170,460314485
52,15316,Limestone canopic jar and lid,HUMFA_27-6-4,99,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947125?width=170&height=170,460314485
52,15317,Copper model dish,HUMFA_27-6-5,34,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947261?width=170&height=170,460314689
52,15318,Copper tool: adze blade,HUMFA_27-6-6,38,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:37947261?width=170&height=170,460314689
52,15319,Fragments of copper model dishes and tools,HUMFA_27-6-7,34,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:39536342?width=170&height=170,465382658
52,15320,Mud sealings (?),HUMFA_27-6-8,84,06/05/1927,https://nrs.harvard.edu,urn-3:FHCL:39536342?width=170&height=170,465382658
